id,name,danceability,acousticness,liveness,loudness,speechiness,label,language
5ykRe2NirQZdJJKArcXOEW,Music Bit,0.678,0.292,0.173,0.609371586,0.0703,Cheerful,Telugu
7jcYdzweHJjcV8Lvk6xuIu,Laalu Dharvaja,0.866,0.144,0.0528,0.676958137,0.194,Cheerful,Telugu
07D0H4cb2rlE0BDhvRtnhP,Nammaka Tappani,0.725,0.13,0.104,0.703056223,0.0457,Cheerful,Telugu
4KDq9bn0wdEbIFQDi1CGgj,Apudo Ipudo,0.88,0.0519,0.0667,0.66837324,0.104,Cheerful,Telugu
0S9j9OAG3KjmBg4j9XzFcC,Radhika,0.758,0.183,0.183,0.827334311,0.119,Cheerful,Telugu
0hY9eA74QrMCJuWEx7fo9y,"Kurchi Madathapetti (From ""Guntur Kaaram"")(Telugu)",0.748,0.625,0.0685,0.786751163,0.129,Chill,Telugu
7KkaBto4aewGt8wl6q6wxH,Vachinde,0.825,0.352,0.0872,0.82536759,0.12,Chill,Telugu
03O2vlADdl7X3iAi1nLkqL,Edo Jarugutondi,0.634,0.16,0.145,0.820778572,0.0691,Cheerful,Telugu
3A3vrhAzRGaK92PtFzndjS,Hey Pillagaada,0.643,0.406,0.0973,0.794742921,0.0855,Chill,Telugu
0xNiDPK4YdZ51ALxSid0QV,Oosupodu,0.388,0.28,0.267,0.804201917,0.0633,Energetic,Telugu
6AnTokjUb1JdSwYAgYB2DC,Hey Mister,0.884,0.105,0.443,0.775575188,0.0402,Energetic,Telugu
6ummx2ANmvlzDNCvQ84xBg,Fidaa,0.693,0.104,0.403,0.841226235,0.0312,Energetic,Telugu
4aA2E3GC9NIx5yprmbAjM1,You Rock My World,0.821,0.052,0.367,0.708300815,0.0895,Cheerful,Telugu
7A3HdpivKNGgTW2Bo3udV8,Nuvvunte,0.804,0.022,0.0759,0.657072394,0.0914,Cheerful,Telugu
4s6M8nlOdDmFjKsyGepA1B,O My Brotheru,0.778,0.0514,0.194,0.683201698,0.17,Cheerful,Telugu
2eGp9IyD2SedGK5e3oFB3Q,Thakadimithom,0.952,0.0265,0.0452,0.644054569,0.244,Cheerful,Telugu
4EjO3ELtQkbOBox5adad6a,Feel My Love,0.746,0.0144,0.167,0.725689133,0.0422,Cheerful,Telugu
0osnJEcmFX4tzO9MS8feMn,Aa Ante,0.781,0.0343,0.0826,0.722005432,0.241,Cheerful,Telugu
18TORL6yEYyzbOjCrS8Ipc,Yedhane Koiyakae,0.726,0.449,0.0737,0.753847595,0.05,Chill,Telugu
2bageubuN1HjNZwTNlyh0v,Naaloney Pongaynu,0.714,0.328,0.104,0.740267849,0.0361,Chill,Telugu
5UIPA4TffGlnyDsaqVEc1v,Yegasi Yegasi,0.922,0.0939,0.202,0.784971748,0.0946,Cheerful,Telugu
4rc1WGmRJ2CsHXTmrBu3gH,Monna Kanipinchavu,0.711,0.304,0.0693,0.735366653,0.223,Cheerful,Telugu
2Lu03NYllO5uk4R9gvNZFJ,Oh! Shanthi Shanthi,0.656,0.356,0.137,0.758904879,0.0443,Chill,Telugu
5Vhm92XrsXw5SfFYnxxspt,Athey Nanne,0.772,0.467,0.0816,0.67349296,0.0833,Chill,Telugu
4dSs0v5rU0KCoZkSiuWZvl,Nidhare Kala,0.752,0.803,0.237,0.71392002,0.0307,Romantic,Telugu
1ifMH14KizpUxIdRVyPsSZ,Niluvaddham,0.827,0.16,0.0922,0.72259857,0.123,Cheerful,Telugu
4EztIh7yvgYs9YLCvxT8ku,Something Something,0.688,0.187,0.337,0.743826679,0.314,Energetic,Telugu
69PuGOoNWxd2hM0tsrCa2O,Ghal Ghal,0.847,0.142,0.372,0.728842132,0.119,Energetic,Telugu
4b4xkbpRpA8jHbP8GVLYWR,Chandrullo Unde,0.814,0.0771,0.0836,0.701807511,0.0698,Cheerful,Telugu
3Gmq2pQZNo5TqrobE10WgA,Pari Poke Pitta,0.955,0.113,0.247,0.748446914,0.151,Cheerful,Telugu
6OJemp4sHmpogO2ieTATsq,Padam Kadala,0.79,0.687,0.103,0.687915587,0.0623,Chill,Telugu
4FexaCwCrxQ9OErHZiLlWh,Adirey Adirey,0.881,0.171,0.231,0.765335748,0.171,Cheerful,Telugu
4oDLTpHhYT61aV0RscA9rs,Silakemo,0.684,0.24,0.133,0.786438985,0.405,Cheerful,Telugu
29aG6LSPJtU5yPDFYEvVfi,Andala Chukkala,0.893,0.519,0.123,0.693347485,0.0638,Chill,Telugu
6adrkXOmPex66DvtZmsv3R,Maar Maar,0.799,0.15,0.0659,0.760340898,0.184,Cheerful,Telugu
5umi7RqYbqfzuHSwz8oaQj,O Manasa,0.834,0.165,0.039,0.729466488,0.0616,Cheerful,Telugu
5Xsq4Waw2KeRPpfrAoXmMT,Anaganaga Kadala,0.718,0.227,0.201,0.692317298,0.0835,Cheerful,Telugu
3TeGBS4boert6YCIkhUaDI,Gongoora Thota,0.747,0.148,0.0676,0.726594449,0.226,Cheerful,Telugu
7vzsGnsgEAvpR7G0oYDPfV,Dekho Dekho Gabbar Singh,0.903,0.0828,0.219,0.88415072,0.119,Cheerful,Telugu
14I31bbtEZVADFi1uCcxcu,Akasam Ammayaithe,0.796,0.4,0.212,0.869790529,0.0524,Chill,Telugu
5slxvWwJhpvXf5yn06eI86,Mandu Baabulam,0.753,0.47,0.154,0.858489683,0.35,Chill,Telugu
2x2W7PnBelMmLZBV6YqRFQ,Pillaa,0.744,0.549,0.0418,0.904879343,0.101,Chill,Telugu
70aYyuwZG2KxnJ5Yw5irTy,Dil Se,0.817,0.242,0.0512,0.910560984,0.0485,Cheerful,Telugu
5fl5pJKjWwJgRkbZfZzyGw,Kevvu Keka,0.672,0.159,0.415,0.920425811,0.168,Energetic,Telugu
5gqhfk5hXAFMZZzwiENcVq,Le Le Lele,0.908,0.0142,0.0549,0.731089814,0.0643,Cheerful,Telugu
6gZmBVAH2qEXqcTXVQBDcD,Chiguraku Chatu,0.764,0.195,0.183,0.701994818,0.0654,Cheerful,Telugu
2RPC9OGiIbFnbo51H0cKRt,Chilakamma Mukkuki,0.758,0.218,0.182,0.680579402,0.142,Cheerful,Telugu
4NugyVw9Of2Z4uyBXf33tX,Chitti Nadumune,0.634,0.0818,0.572,0.718009553,0.0863,Energetic,Telugu
7GRBX2LsuIYGPzjZ9ggnES,Emantaro,0.499,0.0923,0.142,0.730590329,0.109,Cheerful,Telugu
57bRQzh6XEfIU4uGXz1p5j,Killi Killi,0.789,0.184,0.0243,0.775106921,0.165,Cheerful,Telugu
0VcO1SA3oUKl1qHSUc6LxQ,Bombhaat,0.835,0.233,0.13,0.817906534,0.174,Cheerful,Telugu
0T1IavVfIniuiSN6W7uI3V,Miss Sunshine,0.832,0.353,0.103,0.72431555,0.0945,Chill,Telugu
7IMijW6lSRUgdHzWXaE2fF,Laggam Time,0.53,0.486,0.0487,0.884494115,0.268,Chill,Telugu
6wH2LqRN3AFRyyZqUDsNCt,Freedom,0.674,0.407,0.258,0.891642993,0.103,Chill,Telugu
28xt5x1wwoMfVYI9zfIwRx,Oh Sita Hey Rama,0.638,0.585,0.0909,0.59991259,0.045,Chill,Telugu
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,0.669,0.667,0.109,0.656010989,0.059,Chill,Telugu
1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")",0.677,0.136,0.161,0.734711079,0.0797,Cheerful,Telugu
2gKNWPBrI2IRBl2RRUtoEb,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",0.785,0.221,0.144,0.74879031,0.0808,Cheerful,Telugu
0kNe3kmRFq7eKVlL15h7nb,Anuvanuvuu,0.228,0.851,0.126,0.686542004,0.0467,Romantic,Telugu
0qdiNx11tQtjFCqbko9i2k,"Garam Garam (From ""Saripodhaa Sanivaaram"")",0.589,0.0137,0.0708,0.739924453,0.0482,Cheerful,Telugu
0yR49HoYJsJ27ey9rrtKql,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",0.881,0.762,0.197,0.780351513,0.0528,Chill,Telugu
4Bb4Vgzp1kAebqI7KnDFPn,Ghallu Ghallu,0.709,0.117,0.582,0.609434021,0.161,Energetic,Telugu
5kNydYWkUyXh4zVoy8QDmC,"Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)",0.654,0.11,0.759,0.86891643,0.0719,Energetic,Telugu
4WLb2gV1NHlCC6KMjsWVp6,"Aa Rojulu Malli Raavu (From ""Committee Kurrollu"")",0.72,0.753,0.406,0.7238785,0.0334,Romantic,Telugu
2WtOJI2Pwk88RAZPeTgMp0,"Reppal Dappul (From ""Mr. Bachchan"")",0.428,0.0692,0.211,0.759997503,0.113,Cheerful,Telugu
7vLR2TSzHEVUNlKm5dcYpo,"SteppaMaar (From ""Double ISMART"")(Telugu)",0.624,0.0165,0.435,0.777604346,0.233,Energetic,Telugu
02VVOQId2O83I5hLJ1GFmH,Dai Dai Dhamma,0.856,0.231,0.15,0.677176662,0.133,Cheerful,Telugu
0ROW5t0PWyBS6k0UizBr6c,"Ullaasam (From ""Saripodhaa Sanivaaram"")",0.715,0.358,0.0486,0.712078169,0.0357,Chill,Telugu
6b2WJDzGt5X8dYfpkWtvXW,"Fear Song (From ""Devara Part 1"") [Telugu]",0.642,0.0807,0.118,0.771048606,0.181,Cheerful,Telugu
538V6gFAnhcLZrg6I8lIMI,"Hungry Cheetah (From ""They Call Him OG"")",0.736,0.436,0.303,0.832859863,0.136,Chill,Telugu
30CBQmKZ0fugbhs7ExGT1e,"Gumma (From ""Ambajipeta Marriage Band"")",0.802,0.505,0.132,0.715605782,0.314,Chill,Telugu
6EQVXaIi22Ilmkt1Coi9gZ,"Souraa (From ""Bharateeyudu 2"")",0.678,0.244,0.0634,0.754003684,0.093,Cheerful,Telugu
5bnxMZqd9Kpn9ByHj3Dc9C,"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [TELUGU]",0.819,0.33,0.0825,0.644522836,0.0935,Cheerful,Telugu
1g9V1QE7vbeAx5Xm04DfLi,"Odiyamma (From ""Hi Nanna"") [TELUGU]",0.751,0.615,0.0791,0.730465457,0.153,Chill,Telugu
1qgb9TXSQqOHmVj5dBAtFX,Lingi Lingi Lingidi,0.742,0.0122,0.107,0.623044985,0.209,Cheerful,Telugu
4ooaLueG56Bsq44TUNRgAn,"Poolamme Pilla (From ""HanuMan"") [Telugu]",0.745,0.215,0.0916,0.7617457,0.0816,Cheerful,Telugu
0hujsbFzpm9RjOs4mnVclo,"Samayama (From ""Hi Nanna"")",0.706,0.623,0.0733,0.803639996,0.0445,Chill,Telugu
1JJjHoFLuQQKddOzD8pYsS,Andhamyna Bhamalu,0.75,0.127,0.136,0.698061374,0.308,Cheerful,Telugu
2cDyQDAoP0cPQXzaviXu2f,Vellake,0.652,0.684,0.152,0.727999251,0.0339,Romantic,Telugu
4wFU6Q4vInTg2HQ2mkko8x,Priya Mithunam (Telugu),0.18,0.917,0.123,0.588892704,0.0389,Romantic,Telugu
3GCwsB2loRGeUL8oq2Y4TW,Chamkeela Angeelesi,0.871,0.464,0.0461,0.824618362,0.193,Chill,Telugu
48CzymfD7NHtc78cwVkbtD,Pulsar Bike,0.794,0.168,0.269,0.889332875,0.0724,Cheerful,Telugu
59eeV0SIeyd431uyjAWCRe,"Mastaaru Mastaaru (From ""Sir"")(Telugu)",0.594,0.385,0.877,0.715886742,0.0428,Energetic,Telugu
0X0Y2AnYuIdn9arB8P6EB4,Nenu Nuvvantu,0.743,0.153,0.125,0.691193457,0.0354,Cheerful,Telugu
5lros38FrhzSXgABKnBsb4,"Jinthaak Chithaka (From ""Dhamaka"")",0.899,0.335,0.0293,0.845846471,0.168,Cheerful,Telugu
3eIkuy5Fr7kuQXiro0czUM,Darshana,0.614,0.68,0.0649,0.704898074,0.297,Chill,Telugu
6Vq4ePrJPZ2vU6DXnZGcVD,Pillaa Raa,0.414,0.623,0.229,0.729591359,0.136,Romantic,Telugu
5idQ5WN2CK5FeUhRQ4ZvKY,Thattukolede,0.652,0.428,0.131,0.641557144,0.0325,Chill,Telugu
29ffQxBUZLJdN3kiPndB9n,Neeti Mullai (Bit),0.683,0.827,0.137,0.560078669,0.0336,Romantic,Telugu
1eWooUUh7E796VP86o15BN,Baguntundhi Nuvvu Navvithe,0.76,0.504,0.0957,0.680891581,0.0426,Chill,Telugu
7gVqTSJ4Mr5uKkM9yhQKop,Rooba Rooba,0.843,0.125,0.334,0.689133082,0.0498,Cheerful,Telugu
0WM0NpFIZg6JhgneUyU5tl,Inka Edho,0.64,0.333,0.188,0.757500078,0.0314,Chill,Telugu
57zEYntUat0ofbFpoicN26,Uppenantha,0.677,0.185,0.28,0.884306809,0.133,Cheerful,Telugu
4QMZ6gwFTLk9qOhaQsGIxf,Neeve,0.749,0.111,0.22,0.666219211,0.0389,Cheerful,Telugu
6WCVnARSUrBrfzod8oAAQ3,Mellaga,0.78,0.153,0.27,0.814066744,0.132,Cheerful,Telugu
2jRAFRpeDnibcHvtDgWRhG,Nuvvu Nuvvu,0.806,0.396,0.0881,0.698997908,0.0356,Chill,Telugu
6Yqw4HtJuFXleJtgzYXWzT,Endhuko Emo,0.827,0.0577,0.178,0.805544282,0.0357,Cheerful,Telugu
4AuRsGcSsNqslLywUCWhAG,Idhedho Bagundhe,0.845,0.315,0.165,0.758093216,0.0692,Cheerful,Telugu
3YB09zhSWO8mmESr8NUV0n,Manasa,0.863,0.328,0.0831,0.750413636,0.0417,Cheerful,Telugu
5haAVKCKAfb7IYLplcao0h,Nijanga Nenena,0.714,0.845,0.0833,0.605438142,0.0483,Romantic,Telugu
7m64tTau2Rh6hzVDA1oV6K,Evare Nuvvu,0.813,0.122,0.104,0.770954953,0.0363,Cheerful,Telugu
1C2gJaINSao4GEXySYopiS,Violin Song,0.806,0.0827,0.164,0.833671526,0.0627,Cheerful,Telugu
5kmh1Zf0hYESmxwDI1IosB,Gundu Sudhi,0.67,0.564,0.303,0.754409515,0.0416,Chill,Telugu
1VDDoa82Oktn7FDPKBcsw8,O Madhu,0.836,0.489,0.164,0.833484219,0.0553,Chill,Telugu
0hwlEWBrraTWI9PTNzG0RJ,Cheliya,0.629,0.00781,0.0461,0.816439297,0.0879,Cheerful,Telugu
3geKpJNdURFqbA8OqaR7vr,Attu Nuvve,0.661,0.604,0.0881,0.823619393,0.0939,Chill,Telugu
4wUOdPcYoqYZGM2wSdoLQu,Nee Yadalo Naaku,0.871,0.0301,0.11,0.756969375,0.033,Cheerful,Telugu
37I2SLeJcpkQpKFMLJt550,Karige Loga,0.686,0.102,0.119,0.839509256,0.0993,Cheerful,Telugu
5ouWiqJMTafavTori4HePx,Hrudayam Ekkadunnadi,0.823,0.14,0.0721,0.785190273,0.07,Cheerful,Telugu
1GIX3Z78P6PJg8srUYAqjF,Nenu Nenuga,0.666,0.358,0.124,0.682140293,0.0429,Chill,Telugu
7wFL4hNlhotHNU6qZi9bHR,Ee Hridayam,0.611,0.3,0.0471,0.753160803,0.0415,Cheerful,Telugu
3LYt0b1ljHUYoG5YL2WwWP,Ye Chilipi,0.638,0.0181,0.422,0.736771454,0.0291,Energetic,Telugu
3E8mVTnCMmXJNq6Pbcfkp7,Emaindhi Eevela,0.799,0.178,0.19,0.790559735,0.0276,Cheerful,Telugu
1mOCb1w5n62jLGHJqpGL2W,Pileche,0.567,0.345,0.252,0.73171417,0.0402,Chill,Telugu
2RB0HGpFZ3ScPEqC7uCqr3,Hoyna,0.869,0.323,0.203,0.638747542,0.0646,Cheerful,Telugu
0DpBhHvxAOZUhaRh33dIUK,My Love Is Gone,0.739,0.067,0.0536,0.859394999,0.0549,Cheerful,Telugu
1RCrBXLN9cn4WmbpT9uJGJ,Choododde Nannu,0.807,0.0477,0.0944,0.733243842,0.0473,Cheerful,Telugu
7GlxMEp1cYxfah8ntHdtvg,Gaajuvaka Pilla,0.87,0.136,0.0483,0.834233447,0.196,Cheerful,Telugu
7hNgK7f6Xbckzg7whl5vib,Gore Gore,0.791,0.0998,0.073,0.780570037,0.0518,Cheerful,Telugu
6E2MIXNryG2WcVb9sh1I8L,Gala Gala Paruthunna,0.697,0.52,0.123,0.80913433,0.089,Chill,Telugu
0k0isUYnsgYBKjJQykg3uN,Cheppave Chirugali,0.588,0.0509,0.0956,0.667592795,0.118,Cheerful,Telugu
0anBHV3eP4hiHsLQR5AZsm,Cheliya Cheliya,0.574,0.262,0.366,0.756407455,0.0888,Energetic,Telugu
3Mfoxtd3ZvpIZHy1WnEF77,Dole Dole,0.665,0.12,0.474,0.826428995,0.167,Energetic,Telugu
4k6N1wRZ5Im7KmbINgBdO3,Nuvvena,0.432,0.436,0.0897,0.827365529,0.0645,Chill,Telugu
7JuDPCI0HLBEB5SFHr12ke,Nanne Nanne,0.718,0.0359,0.306,0.774326476,0.0339,Cheerful,Telugu
3rStRwBdouKAhfU9Y1JI6x,Radhe Govinda,0.617,0.507,0.103,0.681796897,0.27,Chill,Telugu
25PuswEm4kNdKi1wRANLQO,Hrudhayam,0.51,0.468,0.0958,0.71619892,0.204,Chill,Telugu
5eQYzdcEDOhvJ4ClsUQB3C,Pachchadanamey,0.536,0.387,0.367,0.377610589,0.0647,Energetic,Telugu
7eFFgsETjYqTKKMCk3Z6VW,Kannula Baasalu,0.749,0.0795,0.0569,0.712733743,0.0488,Cheerful,Telugu
7sB18S2Ae8Aye4n9s9LZNj,Sada Siva,0.724,0.219,0.0876,0.777042425,0.0633,Cheerful,Telugu
148PtKLUvn5A8mwaEP18Rs,Unnamata Cheppanivu,0.47,0.216,0.141,0.714762901,0.0608,Cheerful,Telugu
5RfNlQ6GrTWmAXpmUUhDzF,Netho Cheppana,0.76,0.024,0.0982,0.72487747,0.071,Cheerful,Telugu
6plyDAqUmEjWVPjM12udlU,Ninne Ninne,0.749,0.208,0.119,0.802297631,0.171,Cheerful,Telugu
3x8guKVAWKlFIpFkgRNTZh,Choopultho Guchi,0.718,0.016,0.467,0.807386133,0.116,Energetic,Telugu
1IlXpxCFYPVmQ3xaEy02iV,Alloneredu Kalla,0.783,0.331,0.151,0.715949177,0.135,Chill,Telugu
7i5RXazKlqqRN5rQoNSFnS,Raanu Raanu,0.811,0.182,0.0632,0.813660912,0.0826,Cheerful,Telugu
2FfAoEbD6SFRhbQAvBBAtL,Vastha Nee Venuka,0.759,0.0299,0.0864,0.75974776,0.0563,Cheerful,Telugu
4bnUYODlONhyeImYQl2B8L,Abbo Neeyamma,0.753,0.0252,0.0802,0.731245903,0.0964,Cheerful,Telugu
2pOLol6ndffaTbxqdNWlcW,Jabilammavo,0.74,0.0856,0.195,0.73939375,0.117,Cheerful,Telugu
5jDcZCA2NJEvk7Kwa6bcE1,Allantha Doorala,0.769,0.234,0.101,0.688820903,0.0738,Cheerful,Telugu
0mZ2npJ5BDO4w3rmmFvAAu,Naa Manusukemayindi,0.712,0.254,0.0892,0.758061999,0.13,Cheerful,Telugu
