id,name,danceability,acousticness,liveness,loudness,speechiness,label
6gZmBVAH2qEXqcTXVQBDcD,Chiguraku Chatu,0.764,0.195,0.183,0.701994818,0.0654,Cheerful
2RPC9OGiIbFnbo51H0cKRt,Chilakamma Mukkuki,0.758,0.218,0.182,0.680579402,0.142,Cheerful
4NugyVw9Of2Z4uyBXf33tX,Chitti Nadumune,0.634,0.0818,0.572,0.718009553,0.0863,Energetic
7GRBX2LsuIYGPzjZ9ggnES,Emantaro,0.499,0.0923,0.142,0.730590329,0.109,Cheerful
57bRQzh6XEfIU4uGXz1p5j,Killi Killi,0.789,0.184,0.0243,0.775106921,0.165,Cheerful
0VcO1SA3oUKl1qHSUc6LxQ,Bombhaat,0.835,0.233,0.13,0.817906534,0.174,Cheerful
0T1IavVfIniuiSN6W7uI3V,Miss Sunshine,0.832,0.353,0.103,0.72431555,0.0945,Chill
7IMijW6lSRUgdHzWXaE2fF,Laggam Time,0.53,0.486,0.0487,0.884494115,0.268,Chill
6wH2LqRN3AFRyyZqUDsNCt,Freedom,0.674,0.407,0.258,0.891642993,0.103,Chill
28xt5x1wwoMfVYI9zfIwRx,Oh Sita Hey Rama,0.638,0.585,0.0909,0.59991259,0.045,Chill
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,0.669,0.667,0.109,0.656010989,0.059,Chill
1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")",0.677,0.136,0.161,0.734711079,0.0797,Cheerful
2gKNWPBrI2IRBl2RRUtoEb,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",0.785,0.221,0.144,0.74879031,0.0808,Cheerful
0kNe3kmRFq7eKVlL15h7nb,Anuvanuvuu,0.228,0.851,0.126,0.686542004,0.0467,Romantic
0qdiNx11tQtjFCqbko9i2k,"Garam Garam (From ""Saripodhaa Sanivaaram"")",0.589,0.0137,0.0708,0.739924453,0.0482,Cheerful
0yR49HoYJsJ27ey9rrtKql,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",0.881,0.762,0.197,0.780351513,0.0528,Chill
4Bb4Vgzp1kAebqI7KnDFPn,Ghallu Ghallu,0.709,0.117,0.582,0.609434021,0.161,Energetic
5kNydYWkUyXh4zVoy8QDmC,"Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)",0.654,0.11,0.759,0.86891643,0.0719,Energetic
4WLb2gV1NHlCC6KMjsWVp6,"Aa Rojulu Malli Raavu (From ""Committee Kurrollu"")",0.72,0.753,0.406,0.7238785,0.0334,Romantic
2WtOJI2Pwk88RAZPeTgMp0,"Reppal Dappul (From ""Mr. Bachchan"")",0.428,0.0692,0.211,0.759997503,0.113,Cheerful
7vLR2TSzHEVUNlKm5dcYpo,"SteppaMaar (From ""Double ISMART"")(Telugu)",0.624,0.0165,0.435,0.777604346,0.233,Energetic
02VVOQId2O83I5hLJ1GFmH,Dai Dai Dhamma,0.856,0.231,0.15,0.677176662,0.133,Cheerful
0ROW5t0PWyBS6k0UizBr6c,"Ullaasam (From ""Saripodhaa Sanivaaram"")",0.715,0.358,0.0486,0.712078169,0.0357,Chill
6b2WJDzGt5X8dYfpkWtvXW,"Fear Song (From ""Devara Part 1"") [Telugu]",0.642,0.0807,0.118,0.771048606,0.181,Cheerful
538V6gFAnhcLZrg6I8lIMI,"Hungry Cheetah (From ""They Call Him OG"")",0.736,0.436,0.303,0.832859863,0.136,Chill
30CBQmKZ0fugbhs7ExGT1e,"Gumma (From ""Ambajipeta Marriage Band"")",0.802,0.505,0.132,0.715605782,0.314,Chill
6EQVXaIi22Ilmkt1Coi9gZ,"Souraa (From ""Bharateeyudu 2"")",0.678,0.244,0.0634,0.754003684,0.093,Cheerful
5bnxMZqd9Kpn9ByHj3Dc9C,"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [TELUGU]",0.819,0.33,0.0825,0.644522836,0.0935,Cheerful
1g9V1QE7vbeAx5Xm04DfLi,"Odiyamma (From ""Hi Nanna"") [TELUGU]",0.751,0.615,0.0791,0.730465457,0.153,Chill
1qgb9TXSQqOHmVj5dBAtFX,Lingi Lingi Lingidi,0.742,0.0122,0.107,0.623044985,0.209,Cheerful
4ooaLueG56Bsq44TUNRgAn,"Poolamme Pilla (From ""HanuMan"") [Telugu]",0.745,0.215,0.0916,0.7617457,0.0816,Cheerful
0hujsbFzpm9RjOs4mnVclo,"Samayama (From ""Hi Nanna"")",0.706,0.623,0.0733,0.803639996,0.0445,Chill
1JJjHoFLuQQKddOzD8pYsS,Andhamyna Bhamalu,0.75,0.127,0.136,0.698061374,0.308,Cheerful
2cDyQDAoP0cPQXzaviXu2f,Vellake,0.652,0.684,0.152,0.727999251,0.0339,Romantic
4wFU6Q4vInTg2HQ2mkko8x,Priya Mithunam (Telugu),0.18,0.917,0.123,0.588892704,0.0389,Romantic
3GCwsB2loRGeUL8oq2Y4TW,Chamkeela Angeelesi,0.871,0.464,0.0461,0.824618362,0.193,Chill
48CzymfD7NHtc78cwVkbtD,Pulsar Bike,0.794,0.168,0.269,0.889332875,0.0724,Cheerful
59eeV0SIeyd431uyjAWCRe,"Mastaaru Mastaaru (From ""Sir"")(Telugu)",0.594,0.385,0.877,0.715886742,0.0428,Energetic
0X0Y2AnYuIdn9arB8P6EB4,Nenu Nuvvantu,0.743,0.153,0.125,0.691193457,0.0354,Cheerful
5lros38FrhzSXgABKnBsb4,"Jinthaak Chithaka (From ""Dhamaka"")",0.899,0.335,0.0293,0.845846471,0.168,Cheerful
3eIkuy5Fr7kuQXiro0czUM,Darshana,0.614,0.68,0.0649,0.704898074,0.297,Chill
6Vq4ePrJPZ2vU6DXnZGcVD,Pillaa Raa,0.414,0.623,0.229,0.729591359,0.136,Romantic
5idQ5WN2CK5FeUhRQ4ZvKY,Thattukolede,0.652,0.428,0.131,0.641557144,0.0325,Chill
29ffQxBUZLJdN3kiPndB9n,Neeti Mullai (Bit),0.683,0.827,0.137,0.560078669,0.0336,Romantic
1eWooUUh7E796VP86o15BN,Baguntundhi Nuvvu Navvithe,0.76,0.504,0.0957,0.680891581,0.0426,Chill
7gVqTSJ4Mr5uKkM9yhQKop,Rooba Rooba,0.843,0.125,0.334,0.689133082,0.0498,Cheerful
0WM0NpFIZg6JhgneUyU5tl,Inka Edho,0.64,0.333,0.188,0.757500078,0.0314,Chill
57zEYntUat0ofbFpoicN26,Uppenantha,0.677,0.185,0.28,0.884306809,0.133,Cheerful
4QMZ6gwFTLk9qOhaQsGIxf,Neeve,0.749,0.111,0.22,0.666219211,0.0389,Cheerful
6WCVnARSUrBrfzod8oAAQ3,Mellaga,0.78,0.153,0.27,0.814066744,0.132,Cheerful
2jRAFRpeDnibcHvtDgWRhG,Nuvvu Nuvvu,0.806,0.396,0.0881,0.698997908,0.0356,Chill
6Yqw4HtJuFXleJtgzYXWzT,Endhuko Emo,0.827,0.0577,0.178,0.805544282,0.0357,Cheerful
4AuRsGcSsNqslLywUCWhAG,Idhedho Bagundhe,0.845,0.315,0.165,0.758093216,0.0692,Cheerful
3YB09zhSWO8mmESr8NUV0n,Manasa,0.863,0.328,0.0831,0.750413636,0.0417,Cheerful
5haAVKCKAfb7IYLplcao0h,Nijanga Nenena,0.714,0.845,0.0833,0.605438142,0.0483,Romantic
7m64tTau2Rh6hzVDA1oV6K,Evare Nuvvu,0.813,0.122,0.104,0.770954953,0.0363,Cheerful
1C2gJaINSao4GEXySYopiS,Violin Song,0.806,0.0827,0.164,0.833671526,0.0627,Cheerful
5kmh1Zf0hYESmxwDI1IosB,Gundu Sudhi,0.67,0.564,0.303,0.754409515,0.0416,Chill
1VDDoa82Oktn7FDPKBcsw8,O Madhu,0.836,0.489,0.164,0.833484219,0.0553,Chill
0hwlEWBrraTWI9PTNzG0RJ,Cheliya,0.629,0.00781,0.0461,0.816439297,0.0879,Cheerful
3geKpJNdURFqbA8OqaR7vr,Attu Nuvve,0.661,0.604,0.0881,0.823619393,0.0939,Chill
4wUOdPcYoqYZGM2wSdoLQu,Nee Yadalo Naaku,0.871,0.0301,0.11,0.756969375,0.033,Cheerful
37I2SLeJcpkQpKFMLJt550,Karige Loga,0.686,0.102,0.119,0.839509256,0.0993,Cheerful
5ouWiqJMTafavTori4HePx,Hrudayam Ekkadunnadi,0.823,0.14,0.0721,0.785190273,0.07,Cheerful
1GIX3Z78P6PJg8srUYAqjF,Nenu Nenuga,0.666,0.358,0.124,0.682140293,0.0429,Chill
7wFL4hNlhotHNU6qZi9bHR,Ee Hridayam,0.611,0.3,0.0471,0.753160803,0.0415,Cheerful
3LYt0b1ljHUYoG5YL2WwWP,Ye Chilipi,0.638,0.0181,0.422,0.736771454,0.0291,Energetic
3E8mVTnCMmXJNq6Pbcfkp7,Emaindhi Eevela,0.799,0.178,0.19,0.790559735,0.0276,Cheerful
1mOCb1w5n62jLGHJqpGL2W,Pileche,0.567,0.345,0.252,0.73171417,0.0402,Chill
2RB0HGpFZ3ScPEqC7uCqr3,Hoyna,0.869,0.323,0.203,0.638747542,0.0646,Cheerful
0DpBhHvxAOZUhaRh33dIUK,My Love Is Gone,0.739,0.067,0.0536,0.859394999,0.0549,Cheerful
1RCrBXLN9cn4WmbpT9uJGJ,Choododde Nannu,0.807,0.0477,0.0944,0.733243842,0.0473,Cheerful
7GlxMEp1cYxfah8ntHdtvg,Gaajuvaka Pilla,0.87,0.136,0.0483,0.834233447,0.196,Cheerful
7hNgK7f6Xbckzg7whl5vib,Gore Gore,0.791,0.0998,0.073,0.780570037,0.0518,Cheerful
6E2MIXNryG2WcVb9sh1I8L,Gala Gala Paruthunna,0.697,0.52,0.123,0.80913433,0.089,Chill
0k0isUYnsgYBKjJQykg3uN,Cheppave Chirugali,0.588,0.0509,0.0956,0.667592795,0.118,Cheerful
0anBHV3eP4hiHsLQR5AZsm,Cheliya Cheliya,0.574,0.262,0.366,0.756407455,0.0888,Energetic
3Mfoxtd3ZvpIZHy1WnEF77,Dole Dole,0.665,0.12,0.474,0.826428995,0.167,Energetic
4k6N1wRZ5Im7KmbINgBdO3,Nuvvena,0.432,0.436,0.0897,0.827365529,0.0645,Chill
7JuDPCI0HLBEB5SFHr12ke,Nanne Nanne,0.718,0.0359,0.306,0.774326476,0.0339,Cheerful
3rStRwBdouKAhfU9Y1JI6x,Radhe Govinda,0.617,0.507,0.103,0.681796897,0.27,Chill
25PuswEm4kNdKi1wRANLQO,Hrudhayam,0.51,0.468,0.0958,0.71619892,0.204,Chill
5eQYzdcEDOhvJ4ClsUQB3C,Pachchadanamey,0.536,0.387,0.367,0.377610589,0.0647,Energetic
7eFFgsETjYqTKKMCk3Z6VW,Kannula Baasalu,0.749,0.0795,0.0569,0.712733743,0.0488,Cheerful
7sB18S2Ae8Aye4n9s9LZNj,Sada Siva,0.724,0.219,0.0876,0.777042425,0.0633,Cheerful
148PtKLUvn5A8mwaEP18Rs,Unnamata Cheppanivu,0.47,0.216,0.141,0.714762901,0.0608,Cheerful
5RfNlQ6GrTWmAXpmUUhDzF,Netho Cheppana,0.76,0.024,0.0982,0.72487747,0.071,Cheerful
6plyDAqUmEjWVPjM12udlU,Ninne Ninne,0.749,0.208,0.119,0.802297631,0.171,Cheerful
3x8guKVAWKlFIpFkgRNTZh,Choopultho Guchi,0.718,0.016,0.467,0.807386133,0.116,Energetic
1IlXpxCFYPVmQ3xaEy02iV,Alloneredu Kalla,0.783,0.331,0.151,0.715949177,0.135,Chill
7i5RXazKlqqRN5rQoNSFnS,Raanu Raanu,0.811,0.182,0.0632,0.813660912,0.0826,Cheerful
2FfAoEbD6SFRhbQAvBBAtL,Vastha Nee Venuka,0.759,0.0299,0.0864,0.75974776,0.0563,Cheerful
4bnUYODlONhyeImYQl2B8L,Abbo Neeyamma,0.753,0.0252,0.0802,0.731245903,0.0964,Cheerful
2pOLol6ndffaTbxqdNWlcW,Jabilammavo,0.74,0.0856,0.195,0.73939375,0.117,Cheerful
5jDcZCA2NJEvk7Kwa6bcE1,Allantha Doorala,0.769,0.234,0.101,0.688820903,0.0738,Cheerful
0mZ2npJ5BDO4w3rmmFvAAu,Naa Manusukemayindi,0.712,0.254,0.0892,0.758061999,0.13,Cheerful
1ZGYkHKvevVio9h3XePZ6m,Nenante Naaku,0.684,0.367,0.111,0.839540474,0.143,Chill
14EQIE6878pGC6kgdIzsEK,Yey Chikittha,0.792,0.578,0.0582,0.685823994,0.051,Chill
2qpnuHadZJsWolbDNNdM8h,Aha Allari,0.734,0.212,0.0629,0.699341304,0.097,Cheerful
1uHbPQSFmkEFZRVdJAl8Mp,Neelo Jarige,0.82,0.0616,0.0697,0.766802984,0.0898,Cheerful
7ABOmdodkYVeTMEGPUp5aa,Bujji Pilla,0.874,0.0667,0.0877,0.799050979,0.124,Cheerful
7lSYoKmtmay3y4wMO6nLrj,Mallieswarivey,0.9,0.0513,0.0331,0.736865108,0.119,Cheerful
1QtFtMgfd7brff3mAGuWg8,Choododhu,0.812,0.0948,0.0863,0.773889427,0.0511,Cheerful
76UvmYSZaYatQxVZgdVkC8,Nairey Nairey,0.409,0.0209,0.351,0.765804015,0.208,Energetic
3UeBhqHuvTl6ixaxFk13SS,Manmadhuda,0.348,0.293,0.305,0.756251366,0.0958,Energetic
4Tcs7t7ffUifz73kEOsnQZ,Kaadhana Preme (Version 1),0.656,0.282,0.109,0.74323354,0.0474,Cheerful
1L5ZBKvnyls7JUTMGw4rSy,Cheliya Cheliya,0.78,0.178,0.345,0.760840383,0.0592,Energetic
2NTpCb0luqbizFWihabC4p,Muvvala Navakala,0.713,0.305,0.0583,0.67904973,0.234,Cheerful
35KtTTkiRLbcAzkEztxIQO,Jum Jum Maya,0.858,0.483,0.176,0.712140605,0.128,Chill
6BQ8arQgffLVGyJdajQSXK,Gili Giligas,0.768,0.114,0.561,0.751943308,0.0738,Energetic
1MlM9FuR9WEfxC0mQcKjHK,Devudu Karunisthadani,0.46,0.592,0.113,0.751756002,0.133,Romantic
1JLtM0dEzGsytDmvfzLAue,Nuvvasthanante,0.716,0.0701,0.0521,0.70124559,0.258,Cheerful
38YSEil3QR7cWlAGnGofhE,Naaku Neeku,0.823,0.0382,0.025,0.780882215,0.0684,Cheerful
